run,candidate,control,T,mode,control_median_us,candidate_median_us,control_samples,control_pooled_p10_us,control_pooled_p90_us,candidate_samples,candidate_pooled_p10_us,candidate_pooled_p90_us,ratio_min,ratio_median,ratio_max,improvement,noise_floor,accepted,regression
fused,1,0,64,ring24,59.22916666666667,26.40625,40,58.9125,60.1875,40,26.158333333333335,27.041666666666668,0.4388888888888889,0.445831861043559,0.45181786092481474,0.554168138956441,0.18474457662701194,True,False
fused,2,0,64,ring24,59.38541666666667,18.3125,40,58.82083333333333,62.00833333333333,40,17.270833333333336,21.145833333333332,0.29335209285965524,0.30930349476692187,0.341488989863684,0.6906965052330781,0.18474457662701194,True,False
fused,3,0,64,ring24,59.61458333333333,17.1875,40,58.7875,62.087500000000006,40,16.708333333333332,19.083333333333336,0.2805928990003447,0.2882246662275417,0.3115155757787889,0.7117753337724583,0.18474457662701194,True,False
fused,4,0,64,ring24,59.260416666666664,19.65625,40,58.9125,59.75416666666667,40,17.2375,21.4625,0.29184247538677915,0.3317499213373334,0.3388284812346545,0.6682500786626666,0.18474457662701194,True,False
fused,1,0,256,hot,285.25,194.0,40,257.0,313.0,40,176.0,202.0,0.6396103896103896,0.6735887257480829,0.7180451127819549,0.32641127425191707,0.03246753246753242,True,False
fused,2,0,256,hot,298.25,144.25,40,258.0,332.0,40,133.9,156.0,0.4375,0.4970945026332919,0.5390334572490706,0.5029054973667081,0.03246753246753242,True,False
fused,3,0,256,hot,289.5,122.5,40,257.0,356.1,40,112.9,128.0,0.35774647887323946,0.4221158219212694,0.44649446494464945,0.5778841780787306,0.03246753246753242,True,False
fused,4,0,256,hot,305.0,117.5,40,258.0,376.3,40,101.9,123.1,0.30319148936170215,0.3759099136457627,0.455743879472693,0.6240900863542374,0.03246753246753242,True,False
fused,1,0,256,ring24,163.65625,85.375,40,162.63333333333333,164.42499999999998,40,84.79166666666667,86.20833333333333,0.5186457935598829,0.5213401493059568,0.5239368474662592,0.47865985069404315,0.0054735234215886885,True,False
fused,2,0,256,ring24,163.63541666666666,41.520833333333336,40,161.45416666666668,164.45833333333334,40,41.2,41.795833333333334,0.25342027873673445,0.25373988797915004,0.2549293982953823,0.74626011202085,0.0054735234215886885,True,False
fused,3,0,256,ring24,163.76041666666669,19.15625,40,162.7875,164.62916666666666,40,17.566666666666666,20.85,0.10780811431487623,0.1169759978745139,0.12035510462904252,0.883024002125486,0.0054735234215886885,True,False
fused,4,0,256,ring24,163.70833333333334,18.104166666666668,40,162.9125,164.25,40,17.041666666666668,21.883333333333333,0.10574478901881039,0.11068471239139441,0.13235668789808916,0.8893152876086056,0.0054735234215886885,True,False
fused,1,0,1024,hot,691.75,415.5,40,674.9,712.1,40,393.9,441.0,0.5813097866077999,0.5991559332318552,0.6115056818181818,0.40084406676814477,0.011315417256011262,True,False
fused,2,0,1024,hot,689.25,256.25,40,673.0,711.2,40,239.0,273.1,0.3552437223042836,0.3698391532627719,0.3856022808267997,0.6301608467372282,0.011315417256011262,True,False
fused,3,0,1024,hot,687.0,157.25,40,660.8,708.0,40,130.0,175.1,0.1965230536659108,0.22741737488196412,0.24964234620886983,0.7725826251180359,0.011315417256011262,True,False
fused,4,0,1024,hot,683.25,137.25,40,671.0,700.2,40,128.9,160.1,0.19054652880354506,0.2014770144843928,0.22857142857142856,0.7985229855156072,0.011315417256011262,True,False
fused,1,0,1024,ring24,579.5416666666666,315.94791666666663,40,576.325,593.3416666666667,40,312.1625,336.0416666666667,0.5331593057711302,0.5433798891222137,0.5497073910844591,0.4566201108777863,0.009156334615932904,True,False
fused,2,0,1024,ring24,580.5833333333333,147.54166666666666,40,575.3208333333333,596.3833333333333,40,144.16666666666666,150.09583333333333,0.25042503165129315,0.25371249383520666,0.25564207945778356,0.7462875061647933,0.009156334615932904,True,False
fused,3,0,1024,ring24,583.4375,43.09375,40,580.0666666666667,604.1583333333334,40,42.86666666666667,43.791666666666664,0.07164231036882393,0.07400843533183435,0.07491775139465028,0.9259915646681657,0.009156334615932904,True,False
fused,4,0,1024,ring24,579.3333333333333,29.083333333333336,40,575.8208333333333,595.9833333333333,40,27.704166666666666,30.3,0.04691523510529471,0.050201443647412705,0.050807646442380665,0.9497985563525873,0.009156334615932904,True,False
fused,1,0,4096,hot,2390.5,1349.75,40,2338.9,2472.0,40,1325.1,1430.5,0.5637203443208062,0.5665922846879434,0.580954365492811,0.4334077153120566,0.016125739946927897,True,False
fused,2,0,4096,hot,2393.5,708.0,40,2347.0,2481.2,40,666.0,779.0,0.2844556324732536,0.29308422060223127,0.3028331584470094,0.7069157793977687,0.016125739946927897,True,False
fused,3,0,4096,hot,2389.25,273.5,40,2350.3,2474.1,40,257.0,284.0,0.1088921589236914,0.11373718345719791,0.11820480404551201,0.8862628165428021,0.016125739946927897,True,False
fused,4,0,4096,hot,2392.0,214.0,40,2351.0,2473.2,40,188.9,222.1,0.08026260059296908,0.0892307098350387,0.0910981697171381,0.9107692901649613,0.016125739946927897,True,False
fused,1,0,4096,ring24,2558.375,1611.6354166666667,40,2554.0750000000003,2561.1833333333334,40,1607.6625000000001,1615.6083333333333,0.6282964639597464,0.6297373281635056,0.6320644682430282,0.3702626718364944,0.0011978292400709467,True,False
fused,2,0,4096,ring24,2558.875,730.1875,40,2556.0958333333333,2566.5208333333335,40,726.6583333333333,732.5916666666667,0.28344117097881943,0.285543165406825,0.2861222995239839,0.714456834593175,0.0011978292400709467,True,False
fused,3,0,4096,ring24,2559.0104166666665,188.89583333333334,40,2557.2958333333336,2566.0916666666667,40,187.77916666666667,189.54166666666666,0.07345573248666248,0.07381778798490633,0.07399083054422267,0.9261822120150937,0.0011978292400709467,True,False
fused,4,0,4096,ring24,2558.09375,70.46875,40,2554.0458333333336,2567.8583333333336,40,69.82916666666667,71.33333333333333,0.027304889725571654,0.02752292835676719,0.027737012034047548,0.9724770716432328,0.0011978292400709467,True,False
split-baseline,5,0,1,hot,205.5,135.75,40,139.8,226.0,40,119.0,155.2,0.6233766233766234,0.6875614765586378,0.8607142857142858,0.31243852344136225,0.026030368763557465,True,False
split-baseline,6,0,1,hot,173.75,136.25,40,134.0,215.3,40,115.0,166.1,0.7333333333333333,0.7876814988290398,0.8810408921933085,0.21231850117096018,0.026030368763557465,True,False
split-baseline,7,0,1,hot,175.25,161.75,40,129.0,214.1,40,118.9,197.2,0.91725768321513,0.9256828978622328,0.9266409266409267,0.07431710213776721,0.026030368763557465,True,False
split-baseline,5,0,1,ring24,47.645833333333336,33.16666666666667,40,43.90416666666667,51.25,40,30.075,36.62916666666666,0.6514591039868476,0.7133144712104036,0.7364232209737827,0.2866855287895964,0.07591876208897497,True,False
split-baseline,6,0,1,ring24,45.947916666666664,32.08333333333333,40,42.725,50.9625,40,27.625,35.375,0.6256830601092896,0.6914618809248552,0.7142212189616253,0.30853811907514483,0.07591876208897497,True,False
split-baseline,7,0,1,ring24,47.78125,32.44791666666667,40,42.2875,52.30416666666667,40,30.983333333333334,37.31666666666667,0.6596858638743456,0.6757675856519714,0.7789770061004223,0.32423241434802863,0.07591876208897497,True,False
split-baseline,5,0,16,hot,172.75,118.25,40,119.9,221.1,40,109.0,121.0,0.5328798185941043,0.6903074474323532,0.925,0.30969255256764683,0.03404255319148941,True,False
split-baseline,6,0,16,hot,172.75,126.25,40,131.0,176.1,40,110.9,139.3,0.688953488372093,0.7704652120214079,0.8345864661654135,0.22953478797859206,0.03404255319148941,True,False
split-baseline,7,0,16,hot,154.75,130.0,40,128.0,222.1,40,104.9,148.0,0.7835820895522388,0.7997239475500345,0.8720538720538721,0.2002760524499655,0.03404255319148941,True,False
split-baseline,5,0,16,ring24,51.70833333333333,32.34375,40,46.12083333333334,55.833333333333336,40,30.254166666666666,35.31666666666666,0.5875047045540083,0.6283120264823613,0.6828836797877046,0.3716879735176387,0.06721915285451208,True,False
split-baseline,6,0,16,ring24,48.760416666666664,33.260416666666664,40,42.208333333333336,53.00416666666666,40,30.21666666666667,37.34583333333333,0.6375752364574377,0.6774736227937959,0.7866983372921614,0.32252637720620414,0.06721915285451208,True,False
split-baseline,7,0,16,ring24,48.302083333333336,35.14583333333333,40,45.12083333333334,53.733333333333334,40,31.366666666666667,37.75416666666667,0.6958525345622119,0.7227540723788652,0.7784482758620689,0.27724592762113476,0.06721915285451208,True,False
split-baseline,5,0,64,hot,186.5,118.25,40,153.9,209.1,40,109.0,122.0,0.5690072639225182,0.6441226482365202,0.7177177177177178,0.3558773517634798,0.023668639053254448,True,False
split-baseline,6,0,64,hot,186.25,114.75,40,162.9,231.0,40,109.0,122.2,0.5086580086580087,0.6279543602281988,0.6727272727272727,0.37204563977180116,0.023668639053254448,True,False
split-baseline,7,0,64,hot,185.5,124.5,40,163.9,231.1,40,118.0,144.1,0.6176470588235294,0.6664826529154273,0.7387387387387387,0.3335173470845727,0.023668639053254448,True,False
split-baseline,5,0,64,ring24,59.3125,35.19791666666667,40,58.875,64.96666666666667,40,31.89166666666667,48.291666666666664,0.5491445823549145,0.5866004228042893,0.8146976090014064,0.41339957719571074,0.18474457662701194,True,False
split-baseline,6,0,64,ring24,59.46875,36.302083333333336,40,58.87083333333334,59.84166666666667,40,32.2875,40.5875,0.5662228451296426,0.6095668711701492,0.6323581247796968,0.3904331288298508,0.18474457662701194,True,False
split-baseline,7,0,64,ring24,59.59375,35.041666666666664,40,58.829166666666666,60.18333333333333,40,32.22083333333333,39.36666666666667,0.5790402258292167,0.5860645045054232,0.6224632610216935,0.41393549549457676,0.18474457662701194,True,False
split-baseline,5,0,256,hot,276.25,129.75,40,264.9,288.1,40,124.6,133.1,0.4548611111111111,0.46898146327394763,0.48872180451127817,0.5310185367260524,0.03246753246753242,True,False
split-baseline,6,0,256,hot,278.0,118.5,40,265.9,308.0,40,110.0,125.1,0.375,0.4267676767676768,0.4479553903345725,0.5732323232323232,0.03246753246753242,True,False
split-baseline,7,0,256,hot,279.5,119.75,40,262.0,300.0,40,116.9,123.0,0.40472175379426645,0.43104023347925785,0.4492481203007519,0.5689597665207422,0.03246753246753242,True,False
split-baseline,5,0,256,ring24,163.64583333333331,35.84375,40,161.9,164.25833333333333,40,33.041666666666664,39.3125,0.20476251114223865,0.21890584292161847,0.23224322943280534,0.7810941570783816,0.0054735234215886885,True,False
split-baseline,6,0,256,ring24,163.92708333333334,34.604166666666664,40,163.52916666666667,164.50833333333333,40,32.375,40.166666666666664,0.20007621951219512,0.2110327691876568,0.23445645263827078,0.7889672308123432,0.0054735234215886885,True,False
split-baseline,7,0,256,ring24,163.91666666666666,36.04166666666667,40,163.33333333333334,164.5125,40,33.454166666666666,39.8125,0.20754477327575263,0.21994813049063544,0.2223070075034974,0.7800518695093646,0.0054735234215886885,True,False
split-baseline,5,0,1024,hot,689.0,187.0,40,670.6,707.5,40,165.0,200.1,0.24962852897473997,0.2711894586894587,0.28328611898017,0.7288105413105412,0.011315417256011262,True,False
split-baseline,6,0,1024,hot,690.5,141.75,40,675.9,704.1,40,128.0,157.0,0.19321533923303835,0.20486485100271837,0.21794871794871795,0.7951351489972817,0.011315417256011262,True,False
split-baseline,7,0,1024,hot,687.75,141.0,40,664.7,706.1,40,126.9,156.2,0.189873417721519,0.20482235381199113,0.21828490432317504,0.7951776461880089,0.011315417256011262,True,False
split-baseline,5,0,1024,ring24,581.625,83.3125,40,574.8666666666667,589.6458333333333,40,80.53750000000001,89.37916666666666,0.14018115942028986,0.14324254132811798,0.15204449039249937,0.856757458671882,0.009156334615932904,True,False
split-baseline,6,0,1024,ring24,582.7916666666666,52.427083333333336,40,577.45,594.5541666666667,40,50.975,55.208333333333336,0.089157913476945,0.0904225575704001,0.09076553134981877,0.9095774424295999,0.009156334615932904,True,False
split-baseline,7,0,1024,ring24,580.1354166666667,53.3125,40,577.1666666666666,588.3333333333334,40,51.35,55.016666666666666,0.09077514644050742,0.09203896630264133,0.09219120074642932,0.9079610336973587,0.009156334615932904,True,False
split-baseline,5,0,4096,hot,2394.5,399.75,40,2362.8,2487.3,40,388.0,411.6,0.1626594187748275,0.16678253619969055,0.16955161626694473,0.8332174638003095,0.016125739946927897,True,False
split-baseline,6,0,4096,hot,2399.5,210.25,40,2353.7,2476.5,40,195.8,222.0,0.08321228470637061,0.08763040048846951,0.09353128313891834,0.9123695995115305,0.016125739946927897,True,False
split-baseline,7,0,4096,hot,2386.75,183.75,40,2352.4,2485.1,40,173.9,199.0,0.07558626465661641,0.07713468095609517,0.0819773429454171,0.9228653190439048,0.016125739946927897,True,False
split-baseline,5,0,4096,ring24,2562.2916666666665,365.84375,40,2560.3333333333335,2564.9708333333333,40,364.8625,366.6666666666667,0.14238693161038643,0.14277021483336358,0.14310814658152685,0.8572297851666364,0.0011978292400709467,True,False
split-baseline,6,0,4096,ring24,2559.135416666667,107.01041666666666,40,2557.3125,2562.625,40,106.65833333333333,107.59166666666667,0.04174187358732947,0.04181506911560496,0.041955080701640085,0.958184930884395,0.0011978292400709467,True,False
split-baseline,7,0,4096,ring24,2559.7083333333335,65.0,40,2558.2125,2562.1916666666666,40,64.41666666666667,65.25,0.025353236098450315,0.025395171167327833,0.025421041075392982,0.9746048288326722,0.0011978292400709467,True,False
split-best-fused,5,4,1,hot,149.75,148.25,40,133.0,184.3,40,128.0,169.1,0.9073569482288828,0.9609782052876709,1.021341463414634,0.03902179471232914,0.026030368763557465,False,False
split-best-fused,6,4,1,hot,146.5,147.25,40,132.0,160.0,40,128.0,165.0,0.9853479853479854,1.0068899724401104,1.0319488817891374,-0.006889972440110359,0.026030368763557465,False,False
split-best-fused,7,4,1,hot,148.25,186.5,40,130.6,165.0,40,175.0,196.0,1.203125,1.2601646937725168,1.3175182481751824,-0.26016469377251683,0.026030368763557465,False,True
split-best-fused,5,4,1,ring24,16.708333333333336,31.71875,40,15.2875,18.866666666666667,40,28.829166666666666,35.641666666666666,1.75,1.8820496632996635,2.0962059620596203,-0.8820496632996635,0.07591876208897497,False,True
split-best-fused,6,4,1,ring24,17.4375,31.9375,40,15.454166666666667,19.495833333333337,40,30.245833333333334,35.0125,1.8037602820211518,1.8331016938808347,2.0039787798408484,-0.8331016938808347,0.07591876208897497,False,True
split-best-fused,7,4,1,ring24,17.010416666666664,32.77083333333333,40,15.716666666666667,18.200000000000003,40,28.9875,35.9625,1.6710369487485104,1.9221650530638554,2.0203303684879286,-0.9221650530638554,0.07591876208897497,False,True
split-best-fused,5,4,16,hot,136.5,132.75,40,130.9,143.2,40,127.9,138.1,0.9363957597173145,0.9723720043572985,0.9927007299270073,0.027627995642701464,0.03404255319148941,False,False
split-best-fused,6,4,16,hot,138.25,136.25,40,132.0,141.0,40,124.9,145.1,0.9819494584837545,0.9908058188950637,1.0179856115107915,0.009194181104936305,0.03404255319148941,False,False
split-best-fused,7,4,16,hot,135.5,185.0,40,132.0,139.1,40,174.0,189.0,1.3051470588235294,1.3703703703703702,1.3823529411764706,-0.37037037037037024,0.03404255319148941,False,True
split-best-fused,5,4,16,ring24,18.177083333333332,33.416666666666664,40,16.695833333333333,20.583333333333332,40,30.858333333333334,37.175,1.7121535181236673,1.8156313810203328,2.0204819277108435,-0.8156313810203328,0.06721915285451208,False,True
split-best-fused,6,4,16,ring24,17.947916666666668,32.885416666666664,40,16.2375,20.341666666666665,40,30.954166666666666,35.4125,1.7243660418963618,1.8722071671250604,1.9460784313725488,-0.8722071671250604,0.06721915285451208,False,True
split-best-fused,7,4,16,ring24,18.0,33.52083333333333,40,17.0125,20.383333333333333,40,31.233333333333334,37.487500000000004,1.8105022831050226,1.8887876437209106,1.9072769953051643,-0.8887876437209106,0.06721915285451208,False,True
split-best-fused,5,4,64,hot,139.75,145.0,40,133.0,144.0,40,141.0,148.0,1.0211267605633803,1.04119620042502,1.0583941605839415,-0.041196200425019924,0.023668639053254448,False,False
split-best-fused,6,4,64,hot,134.5,138.25,40,129.0,142.1,40,133.9,149.1,0.9823321554770318,1.0212827746432127,1.0694980694980696,-0.02128277464321271,0.023668639053254448,False,False
split-best-fused,7,4,64,hot,136.0,193.5,40,110.0,143.1,40,164.0,197.1,1.3898916967509025,1.426678705189941,1.4841628959276019,-0.426678705189941,0.023668639053254448,False,True
split-best-fused,5,4,64,ring24,19.135416666666668,36.23958333333333,40,17.7,20.7125,40,32.87083333333334,40.1375,1.8486842105263157,1.890762512715634,1.978213507625272,-0.890762512715634,0.18474457662701194,False,True
split-best-fused,6,4,64,ring24,19.5625,33.89583333333333,40,18.283333333333335,21.09583333333333,40,31.191666666666666,39.45833333333333,1.5571428571428574,1.7389436602015187,1.934042553191489,-0.7389436602015187,0.18474457662701194,False,True
split-best-fused,7,4,64,ring24,19.385416666666664,35.395833333333336,40,16.829166666666666,21.183333333333334,40,33.27916666666666,39.2125,1.6912955465587043,1.8664768723561065,2.0595382746051034,-0.8664768723561065,0.18474457662701194,False,True
split-best-fused,5,4,256,hot,144.75,184.25,40,130.9,155.1,40,140.9,195.1,1.0254545454545454,1.2614917976760083,1.304832713754647,-0.2614917976760083,0.03246753246753242,False,True
split-best-fused,6,4,256,hot,149.75,136.25,40,111.8,156.0,40,107.8,159.0,0.7818791946308725,0.9968487394957983,1.0365448504983388,0.0031512605042016695,0.03246753246753242,False,False
split-best-fused,7,4,256,hot,134.5,168.0,40,112.0,144.70000000000002,40,115.8,208.1,1.0357142857142858,1.236431623931624,1.4424460431654675,-0.23643162393162398,0.03246753246753242,False,True
split-best-fused,5,4,256,ring24,18.53125,33.72916666666667,40,16.608333333333334,20.883333333333333,40,31.1625,39.3375,1.7609805924412667,1.8234560539937075,1.8830049261083746,-0.8234560539937075,0.0054735234215886885,False,True
split-best-fused,6,4,256,ring24,18.59375,35.32291666666667,40,17.008333333333333,20.687500000000004,40,31.245833333333334,38.59583333333334,1.8151260504201678,1.8381653041248758,1.9519450800915332,-0.8381653041248758,0.0054735234215886885,False,True
split-best-fused,7,4,256,ring24,17.895833333333336,33.92708333333333,40,16.720833333333335,21.087500000000002,40,31.208333333333332,38.875,1.7722567287784678,1.8733975549250583,1.9596412556053808,-0.8733975549250583,0.0054735234215886885,False,True
split-best-fused,5,4,1024,hot,132.0,188.5,40,117.9,207.3,40,170.0,379.2,1.388663967611336,1.4585792152799675,1.8353510895883778,-0.4585792152799675,0.011315417256011262,False,True
split-best-fused,6,4,1024,hot,138.5,138.0,40,120.0,208.1,40,118.0,203.1,0.9782608695652174,0.9844970076944999,1.003787878787879,0.015502992305500118,0.011315417256011262,False,False
split-best-fused,7,4,1024,hot,137.0,136.5,40,120.8,207.0,40,119.0,243.0,0.972972972972973,1.0045352926936935,1.173913043478261,-0.00453529269369346,0.011315417256011262,False,False
split-best-fused,5,4,1024,ring24,26.46875,83.26041666666666,40,26.120833333333334,27.05,40,81.26666666666667,93.38333333333333,3.1222397476340693,3.1502758521014096,3.256873527101335,-2.1502758521014096,0.009156334615932904,False,True
split-best-fused,6,4,1024,ring24,26.458333333333336,35.32291666666667,40,26.083333333333332,27.058333333333334,40,33.75416666666666,38.21666666666667,1.2902458366375888,1.3341504603148662,1.3775510204081631,-0.33415046031486617,0.009156334615932904,False,True
split-best-fused,7,4,1024,ring24,26.583333333333336,42.65625,40,26.079166666666666,27.045833333333334,40,34.87083333333334,53.25833333333333,1.3283699059561127,1.6080343980948142,1.9796238244514108,-0.6080343980948142,0.009156334615932904,False,True
split-best-fused,5,4,4096,hot,206.0,388.5,40,182.0,293.20000000000005,40,369.0,701.6,1.8768115942028984,1.9709126239614043,2.389655172413793,-0.9709126239614043,0.016125739946927897,False,True
split-best-fused,6,4,4096,hot,187.0,183.75,40,181.9,207.1,40,176.9,201.2,0.9637681159420289,0.9715034706837986,0.9973544973544973,0.02849652931620139,0.016125739946927897,False,False
split-best-fused,7,4,4096,hot,203.75,179.75,40,186.9,405.1,40,162.9,381.1,0.8716577540106952,0.882214433685022,0.9440993788819876,0.11778556631497805,0.016125739946927897,True,False
split-best-fused,5,4,4096,ring24,70.63541666666667,365.83333333333337,40,70.16666666666667,71.20833333333333,40,364.5,366.42083333333335,5.154548130703561,5.17387849227581,5.215261282660332,-4.17387849227581,0.0011978292400709467,False,True
split-best-fused,6,4,4096,ring24,70.59375,106.86458333333334,40,68.66250000000001,71.29583333333333,40,105.86666666666667,107.50416666666666,1.500441826215022,1.5145348610549672,1.5526235972095845,-0.5145348610549672,0.0011978292400709467,False,True
split-best-fused,7,4,4096,ring24,70.1875,64.44791666666667,40,69.2375,71.00833333333334,40,63.4,65.12916666666666,0.9001178550383029,0.9178042884130009,0.9365413533834586,0.08219571158699912,0.0011978292400709467,True,False
verified-reuse-control,8,7,1,hot,193.5,190.0,40,118.4,214.0,40,117.7,207.1,0.9685990338164251,0.983781512605042,0.9972222222222222,0.016218487394958014,0.026030368763557465,False,False
verified-reuse-control,9,7,1,hot,184.0,182.5,40,116.8,199.2,40,113.9,202.1,0.9744680851063829,0.989693446088795,1.002865329512894,0.010306553911205052,0.026030368763557465,False,False
verified-reuse-control,10,7,1,hot,180.75,177.25,40,109.0,199.2,40,109.0,189.2,0.9566326530612245,0.9806473829201101,1.0,0.01935261707988989,0.026030368763557465,False,False
verified-reuse-control,8,7,1,ring24,30.395833333333332,32.46875,40,29.270833333333336,69.79166666666667,40,28.2125,35.12916666666667,0.4606875934230195,1.0114324540728294,1.1028691392582226,-0.011432454072829445,0.07591876208897497,False,False
